NM,DATE(GAME),OPP,PITCHER,DEC,IP,BF,NP,H,HR,SO,R,ER,BB,IBB,HBP,AO,GO,ERA,CG,SHO,NBB,BS,NP2,S,SB,WP,BK,PO,A,DP,TP,E,PK,Unnamed: 34,DATE,GAME,WHIP
謝榮豪,07/24(122),統一7-ELEVEn,中繼,"
																								無
															
															
						",0.33333300000000005,4.0,16.0,3,1,1,2,2,0,0.0,0.0,0.0,0.0,3.98,0.0,0.0,0.0,0.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-24,122,
王躍霖,07/24(121),富邦,中繼,"
																								中繼成功
															
															
						",1.0,4.0,25.0,1,0,1,0,0,0,0.0,0.0,1.0,1.0,4.02,0.0,0.0,0.0,0.0,25.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-24,121,
蘇俊璋,07/24(121),富邦,中繼,"
																								中繼成功
															
															
						",1.0,6.0,28.0,1,0,1,0,0,1,1.0,0.0,1.0,1.0,4.21,0.0,0.0,0.0,0.0,28.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-24,121,
陳柏豪,07/24(122),統一7-ELEVEn,中繼,"
																								無
															
															
						",0.6666660000000001,3.0,15.0,1,0,0,0,0,0,0.0,0.0,2.0,0.0,3.18,0.0,0.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-24,122,
羅里奇,07/24(122),中信兄弟,先發,"
															勝
															
						",6.0,26.0,108.0,6,0,6,1,1,2,0.0,0.0,6.0,6.0,5.89,0.0,0.0,0.0,0.0,108.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-24,122,
羅力,07/24(121),樂天,先發,"
																								無
															
															
						",5.666666000000001,28.0,106.0,9,2,6,5,5,1,0.0,0.0,5.0,7.0,5.37,0.0,0.0,0.0,0.0,106.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-24,121,
陳韻文,07/24(122),中信兄弟,後援,"
																								救援成功
															
															
						",0.6666660000000001,3.0,9.0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.07,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-24,122,
陳禹勳,07/24(121),富邦,中繼,"
																								中繼成功
															
															
						",1.0,3.0,18.0,0,0,2,0,0,0,0.0,0.0,1.0,0.0,5.79,0.0,0.0,0.0,0.0,18.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-24,121,
王尉永,07/24(121),樂天,中繼,"
																								中繼成功
															
															
						",1.0,4.0,14.0,1,0,2,0,0,0,0.0,0.0,0.0,1.0,7.27,0.0,0.0,0.0,0.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-24,121,
霸能,07/24(121),富邦,先發,"
																								無
															
															
						",7.0,33.0,120.0,13,1,4,7,6,0,0.0,1.0,1.0,14.0,4.55,0.0,0.0,0.0,0.0,120.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-24,121,
林羿豪,07/24(121),樂天,中繼,"
																								中繼成功
															
															
						",0.6666660000000001,4.0,15.0,2,0,0,1,1,0,0.0,0.0,0.0,2.0,6.85,0.0,0.0,0.0,0.0,15.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-24,121,
黃竣彥,07/24(122),中信兄弟,中繼,"
																								無
															
															
						",0.33333300000000005,5.0,24.0,2,1,1,2,2,2,0.0,0.0,0.0,0.0,4.89,0.0,0.0,0.0,0.0,24.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-24,122,
賴鴻誠,07/24(121),樂天,中繼,"
																								中繼成功
															
															
						",1.3333330000000003,4.0,13.0,0,0,0,0,0,0,0.0,0.0,2.0,2.0,8.71,0.0,0.0,0.0,0.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-24,121,
倪福德,07/24(121),樂天,中繼,"
																								中繼成功
															
															
						",1.3333330000000003,5.0,18.0,2,0,0,0,0,0,0.0,0.0,0.0,3.0,4.91,0.0,0.0,0.0,0.0,18.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-24,121,
陳鴻文,07/24(121),樂天,中繼,"
																								無
															
															
						",1.3333330000000003,6.0,18.0,2,0,0,1,1,1,0.0,0.0,0.0,3.0,3.49,0.0,0.0,0.0,1.0,18.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-24,121,
林晨樺,07/24(121),樂天,後援,"
															勝
															
						",0.6666660000000001,2.0,9.0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,4.68,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-24,121,
林其緯,07/24(122),中信兄弟,中繼,"
																								中繼成功
															
															
						",1.0,3.0,10.0,1,0,0,0,0,0,0.0,0.0,1.0,1.0,1.84,0.0,0.0,0.0,0.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-24,122,
卡本特,07/25(123),富邦,先發,"
															敗
															
						",4.333332999999999,23.0,82.0,8,0,4,7,7,1,0.0,2.0,4.0,4.0,4.44,0.0,0.0,0.0,0.0,82.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-25,123,
索沙,07/25(123),樂天,先發,"
															勝
															
						",8.0,36.0,116.0,11,0,8,3,3,1,0.0,0.0,8.0,8.0,4.52,0.0,0.0,0.0,0.0,116.0,81.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-25,123,
傅于剛,07/25(124),中信兄弟,中繼,"
																								無
															
															
						",2.0,6.0,26.0,0,0,2,0,0,0,0.0,0.0,4.0,0.0,4.05,0.0,0.0,0.0,0.0,26.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-25,124,
李振昌,07/25(124),統一7-ELEVEn,後援,"
																								無
															
															
						",1.0,3.0,16.0,0,0,1,0,0,0,0.0,0.0,1.0,1.0,3.56,0.0,0.0,0.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-25,124,
江辰晏,07/25(124),中信兄弟,先發,"
															敗
															
						",5.0,24.0,85.0,6,2,2,5,4,2,0.0,0.0,9.0,5.0,7.10,0.0,0.0,0.0,0.0,85.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-25,124,
江承峰,07/25(124),中信兄弟,中繼,"
																								無
															
															
						",1.0,6.0,31.0,0,0,2,1,1,2,0.0,1.0,1.0,0.0,2.08,0.0,0.0,0.0,0.0,31.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-25,124,
蔡齊哲,07/25(124),統一7-ELEVEn,中繼,"
																								無
															
															
						",1.0,3.0,10.0,0,0,2,0,0,0,0.0,0.0,1.0,0.0,1.75,0.0,0.0,0.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-25,124,
黃偉晟,07/25(123),富邦,後援,"
																								無
															
															
						",1.0,4.0,16.0,1,0,1,0,0,0,0.0,0.0,1.0,1.0,6.94,0.0,0.0,0.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-25,123,
游朝惟,07/25(123),富邦,中繼,"
																								無
															
															
						",1.0,3.0,12.0,0,0,2,0,0,0,0.0,0.0,0.0,1.0,8.10,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-25,123,
張明翔,07/25(123),富邦,中繼,"
																								無
															
															
						",1.6666659999999998,8.0,20.0,3,0,1,1,1,0,0.0,0.0,2.0,2.0,15.43,0.0,0.0,0.0,0.0,20.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-25,123,
陳鴻文,07/25(123),樂天,後援,"
																								無
															
															
						",1.0,5.0,18.0,1,0,0,2,2,1,0.0,0.0,1.0,2.0,3.99,0.0,0.0,0.0,0.0,18.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-25,123,
德保拉,07/25(124),統一7-ELEVEn,先發,"
															勝
															
						",6.0,24.0,107.0,2,0,7,0,0,4,0.0,0.0,7.0,4.0,3.76,0.0,0.0,0.0,0.0,107.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-25,124,
林威志,07/25(124),中信兄弟,後援,"
																								無
															
															
						",1.0,5.0,17.0,1,0,0,0,0,0,0.0,1.0,2.0,1.0,3.86,0.0,0.0,0.0,0.0,17.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-25,124,
吳俊偉,07/25(124),統一7-ELEVEn,中繼,"
																								無
															
															
						",1.0,6.0,29.0,2,0,3,0,0,1,0.0,0.0,0.0,0.0,3.12,0.0,0.0,0.0,0.0,29.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-25,124,
陳禹勳,07/26(125),富邦,後援,"
																								無
															
															
						",1.0,5.0,19.0,1,0,0,0,0,1,0.0,0.0,1.0,2.0,5.59,0.0,0.0,0.0,0.0,19.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-26,125,
古林睿煬,07/26(126),中信兄弟,先發,"
																								無
															
															
						",2.0,12.0,39.0,4,0,4,3,3,2,0.0,0.0,1.0,1.0,5.25,0.0,0.0,0.0,0.0,39.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-26,126,
黃竣彥,07/26(126),中信兄弟,中繼,"
																								中繼成功
															
															
						",1.3333330000000003,5.0,20.0,0,0,0,0,0,1,0.0,0.0,3.0,1.0,4.71,0.0,0.0,0.0,0.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-26,126,
羅傑斯,07/26(126),統一7-ELEVEn,先發,"
																								無
															
															
						",5.333332999999999,25.0,105.0,6,0,6,4,1,1,0.0,1.0,5.0,6.0,6.07,0.0,0.0,0.0,0.0,105.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-26,126,
林其緯,07/26(126),中信兄弟,中繼,"
																								無
															
															
						",2.0,8.0,29.0,1,0,1,1,1,2,0.0,0.0,3.0,1.0,2.16,0.0,0.0,0.0,0.0,29.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-26,126,
倪福德,07/26(125),樂天,後援,"
																								無
															
															
						",1.0,5.0,13.0,2,0,0,0,0,0,0.0,0.0,3.0,0.0,4.32,0.0,0.0,0.0,0.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-26,125,
陳韻文,07/26(126),中信兄弟,後援,"
															勝
															
						",1.0,5.0,24.0,3,0,0,2,2,0,0.0,0.0,0.0,2.0,1.71,0.0,0.0,0.0,1.0,24.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-26,126,
李振昌,07/26(126),統一7-ELEVEn,後援,"
															敗
															
						",0.6666660000000001,6.0,22.0,2,0,2,2,2,1,1.0,0.0,0.0,0.0,4.06,0.0,0.0,0.0,1.0,22.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-26,126,
林晨樺,07/26(125),樂天,中繼,"
																								無
															
															
						",0.33333300000000005,3.0,8.0,2,0,0,0,0,0,0.0,0.0,1.0,0.0,4.62,0.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-26,125,
林威志,07/26(126),中信兄弟,中繼,"
																								無
															
															
						",2.0,7.0,24.0,1,0,2,0,0,0,0.0,0.0,3.0,1.0,3.48,0.0,0.0,0.0,0.0,24.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-26,126,
王尉永,07/26(125),樂天,中繼,"
																								無
															
															
						",1.3333330000000003,7.0,23.0,2,0,0,1,1,1,0.0,0.0,3.0,1.0,7.24,0.0,0.0,0.0,0.0,23.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-26,125,
江國豪,07/26(125),樂天,先發,"
															敗
															
						",1.6666659999999998,13.0,47.0,7,0,0,7,4,1,0.0,0.0,3.0,2.0,6.83,0.0,0.0,0.0,0.0,47.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-26,125,
翁瑋均,07/26(125),富邦,先發,"
															勝
															
						",6.666666000000001,29.0,106.0,10,1,2,5,5,0,0.0,0.0,8.0,9.0,5.76,0.0,0.0,0.0,0.0,106.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-26,125,
林羿豪,07/26(125),樂天,中繼,"
																								無
															
															
						",1.0,4.0,14.0,1,0,1,0,0,1,0.0,0.0,0.0,1.0,6.56,0.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-26,125,
鄭鈞仁,07/26(126),中信兄弟,中繼,"
																								中繼成功
															
															
						",0.6666660000000001,3.0,15.0,1,0,1,0,0,0,0.0,0.0,1.0,0.0,5.03,0.0,0.0,0.0,0.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-26,126,
蔡齊哲,07/26(126),統一7-ELEVEn,中繼,"
																								無
															
															
						",1.0,6.0,19.0,3,0,0,1,1,1,0.0,0.0,1.0,1.0,1.95,0.0,0.0,0.0,0.0,19.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-26,126,
羅國華,07/26(125),樂天,中繼,"
																								無
															
															
						",2.3333330000000005,7.0,27.0,0,0,3,0,0,0,0.0,0.0,3.0,1.0,5.24,0.0,0.0,0.0,0.0,27.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-26,125,
黃子鵬,07/26(125),富邦,中繼,"
																								無
															
															
						",1.3333330000000003,5.0,18.0,2,0,0,0,0,0,0.0,0.0,0.0,3.0,3.93,0.0,0.0,0.0,0.0,18.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-26,125,
賴鴻誠,07/26(125),樂天,中繼,"
																								無
															
															
						",1.3333330000000003,6.0,22.0,1,0,0,2,2,1,0.0,0.0,0.0,4.0,9.26,0.0,0.0,0.0,0.0,22.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-26,125,
陳柏豪,07/26(126),統一7-ELEVEn,中繼,"
																								中繼成功
															
															
						",0.6666660000000001,2.0,8.0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,3.09,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-26,126,
鄭凱文,07/26(126),統一7-ELEVEn,中繼,"
																								中繼成功
															
															
						",1.0,4.0,16.0,1,0,1,0,0,0,0.0,0.0,1.0,1.0,3.95,0.0,0.0,0.0,0.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-26,126,
李振昌,07/28(127),樂天,後援,"
																								救援成功
															
															
						",1.0,4.0,13.0,0,0,1,0,0,0,0.0,0.0,2.0,1.0,3.94,0.0,0.0,0.0,0.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-28,127,
蔡齊哲,07/28(127),樂天,中繼,"
																								中繼成功
															
															
						",1.0,4.0,18.0,1,0,1,0,0,0,0.0,0.0,1.0,1.0,1.89,0.0,0.0,0.0,0.0,18.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-28,127,
吳俊偉,07/28(127),樂天,中繼,"
																								中繼成功
															
															
						",1.0,4.0,17.0,1,0,1,0,0,0,0.0,0.0,1.0,1.0,3.00,0.0,0.0,0.0,0.0,17.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-28,127,
朱俊祥,07/28(127),中信兄弟,後援,"
																								無
															
															
						",1.0,4.0,16.0,1,0,3,0,0,0,0.0,0.0,0.0,0.0,5.40,0.0,0.0,0.0,0.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-28,127,
蘇俊璋,07/28(127),中信兄弟,中繼,"
																								無
															
															
						",1.0,4.0,15.0,1,1,1,1,1,0,0.0,0.0,1.0,1.0,4.39,0.0,0.0,0.0,0.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-28,127,
威拉諾,07/28(127),中信兄弟,先發,"
															敗
															
						",7.0,29.0,101.0,8,0,3,3,0,0,0.0,0.0,9.0,9.0,7.06,0.0,0.0,0.0,0.0,101.0,64.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-28,127,
廖乙忠,07/28(127),樂天,先發,"
															勝
															
						",6.0,24.0,79.0,5,0,4,1,1,0,0.0,1.0,9.0,5.0,6.50,0.0,0.0,0.0,0.0,79.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-28,127,
李振昌,07/29(128),樂天,後援,"
															敗
															
						",0.6666660000000001,4.0,12.0,1,1,1,2,2,1,0.0,0.0,0.0,1.0,4.41,0.0,0.0,0.0,1.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-29,128,
米蘭達,07/29(128),樂天,先發,"
																								無
															
															
						",5.0,24.0,106.0,6,1,8,5,5,2,1.0,1.0,3.0,3.0,4.48,0.0,0.0,0.0,0.0,106.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-29,128,
王躍霖,07/29(128),中信兄弟,中繼,"
																								無
															
															
						",1.0,4.0,15.0,1,0,1,0,0,0,0.0,0.0,0.0,2.0,3.90,0.0,0.0,0.0,0.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-29,128,
吳俊偉,07/29(128),樂天,中繼,"
																								中繼成功
															
															
						",1.0,3.0,12.0,0,0,1,0,0,0,0.0,0.0,1.0,1.0,2.89,0.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-29,128,
蘇俊璋,07/29(128),中信兄弟,中繼,"
																								無
															
															
						",0.33333300000000005,1.0,2.0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,4.33,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-29,128,
王溢正,07/29(128),中信兄弟,先發,"
																								無
															
															
						",5.333332999999999,28.0,96.0,9,2,6,7,7,3,0.0,0.0,9.0,1.0,5.54,0.0,0.0,0.0,0.0,96.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-29,128,
鄭凱文,07/29(128),樂天,中繼,"
																								中繼成功
															
															
						",1.0,5.0,25.0,2,1,1,1,1,0,0.0,0.0,2.0,0.0,4.13,0.0,0.0,0.0,0.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-29,128,
陳柏豪,07/29(128),樂天,中繼,"
																								中繼成功
															
															
						",1.0,5.0,23.0,1,0,3,0,0,1,0.0,0.0,0.0,0.0,2.96,0.0,0.0,0.0,0.0,23.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-29,128,
朱俊祥,07/29(128),中信兄弟,中繼,"
																								無
															
															
						",1.3333330000000003,5.0,24.0,0,0,2,0,0,1,0.0,0.0,1.0,1.0,3.86,0.0,0.0,0.0,0.0,24.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-29,128,
陳禹勳,07/29(128),中信兄弟,後援,"
															勝
															
						",1.0,3.0,12.0,0,0,2,0,0,0,0.0,0.0,1.0,0.0,5.40,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-29,128,
施子謙,07/30(130),富邦,中繼,"
																								無
															
															
						",1.0,6.0,17.0,1,0,1,0,0,1,0.0,0.0,1.0,2.0,6.83,0.0,0.0,0.0,0.0,17.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-30,130,
林其緯,07/30(130),富邦,中繼,"
																								無
															
															
						",0.33333300000000005,1.0,6.0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,2.12,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-30,130,
陳鴻文,07/30(130),統一7-ELEVEn,後援,"
																								救援成功
															
															
						",1.0,3.0,15.0,0,0,2,0,0,0,0.0,0.0,1.0,0.0,3.86,0.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-30,130,
傅于剛,07/30(130),富邦,中繼,"
																								無
															
															
						",0.6666660000000001,5.0,18.0,1,0,0,0,0,2,0.0,0.0,2.0,0.0,3.95,0.0,0.0,0.0,0.0,18.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-30,130,
黃竣彥,07/30(130),富邦,後援,"
																								無
															
															
						",1.0,4.0,16.0,1,0,1,0,0,0,0.0,0.0,0.0,2.0,4.58,0.0,0.0,0.0,0.0,16.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-30,130,
羅力,07/30(130),統一7-ELEVEn,先發,"
															勝
															
						",7.0,28.0,99.0,6,1,8,3,3,0,0.0,1.0,8.0,5.0,5.22,0.0,0.0,0.0,0.0,99.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-30,130,
倪福德,07/30(130),統一7-ELEVEn,中繼,"
																								中繼成功
															
															
						",1.0,3.0,11.0,0,0,1,0,0,0,0.0,0.0,1.0,1.0,3.86,0.0,0.0,0.0,0.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-30,130,
鄭鈞仁,07/30(130),富邦,中繼,"
																								無
															
															
						",1.0,5.0,17.0,1,0,1,1,0,0,0.0,0.0,0.0,3.0,4.89,0.0,0.0,0.0,0.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-30,130,
潘威倫,07/30(130),富邦,先發,"
															敗
															
						",5.0,21.0,78.0,6,1,2,4,4,0,0.0,0.0,7.0,6.0,10.27,0.0,0.0,0.0,0.0,78.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-30,130,
羅里奇,07/31(131),樂天,先發,"
																								無
															
															
						",7.0,26.0,89.0,4,0,2,0,0,1,0.0,0.0,8.0,11.0,5.30,0.0,0.0,0.0,0.0,89.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-31,131,
德保拉,07/31(132),富邦,先發,"
																								無
															
															
						",5.0,21.0,106.0,6,1,4,1,1,2,0.0,0.0,5.0,4.0,3.65,0.0,0.0,0.0,0.0,106.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-31,132,
鄭凱文,07/31(132),富邦,中繼,"
																								無
															
															
						",1.0,5.0,16.0,2,0,0,1,1,0,0.0,0.0,1.0,2.0,4.30,0.0,0.0,0.0,1.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-31,132,
賴鴻誠,07/31(132),中信兄弟,中繼,"
																								中繼成功
															
															
						",1.0,3.0,10.0,0,0,1,0,0,0,0.0,0.0,2.0,0.0,8.53,0.0,0.0,0.0,0.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-31,132,
伍鐸,07/31(132),中信兄弟,先發,"
																								無
															
															
						",5.0,25.0,92.0,6,0,3,3,3,3,1.0,1.0,5.0,6.0,6.44,0.0,0.0,0.0,0.0,92.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-31,132,
吳哲源,07/31(132),富邦,中繼,"
																								中繼成功
															
															
						",1.0,4.0,20.0,1,1,1,1,1,0,0.0,0.0,1.0,1.0,3.38,0.0,0.0,0.0,0.0,20.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-31,132,
陳鴻文,07/31(132),中信兄弟,後援,"
															敗
															
						",0.33333300000000005,3.0,6.0,2,0,0,1,1,0,0.0,0.0,0.0,1.0,4.11,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-31,132,
林晨樺,07/31(132),中信兄弟,中繼,"
																								中繼成功
															
															
						",0.6666660000000001,3.0,10.0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,4.50,0.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-31,132,
羅國華,07/31(132),中信兄弟,中繼,"
																								無
															
															
						",1.0,3.0,9.0,0,0,1,0,0,0,0.0,0.0,0.0,2.0,5.01,0.0,0.0,0.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-31,132,
霸能,07/31(131),統一7-ELEVEn,先發,"
																								無
															
															
						",7.0,28.0,110.0,8,0,4,2,2,2,0.0,0.0,6.0,8.0,4.41,0.0,0.0,0.0,0.0,110.0,71.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-31,131,
吳俊偉,07/31(132),富邦,中繼,"
																								中繼成功
															
															
						",1.0,3.0,10.0,0,0,2,0,0,0,0.0,0.0,0.0,1.0,2.79,0.0,0.0,0.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-31,132,
蔡齊哲,07/31(132),富邦,後援,"
															勝
															
						",1.0,4.0,19.0,0,0,1,0,0,0,0.0,0.0,0.0,3.0,1.85,0.0,0.0,0.0,0.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-31,132,
朱俊祥,07/31(131),統一7-ELEVEn,中繼,"
																								無
															
															
						",1.0,4.0,25.0,1,0,0,0,0,0,0.0,0.0,2.0,1.0,3.18,0.0,0.0,0.0,0.0,25.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-31,131,
